YEAR,1. Who is your neighborhood community organizer?,2. What type of garden do you have?,3. How long have you been growing with Home Gardens?,4. Did you garden this year?,"If you did NOT garden this year, please explain why.","5. Did you get enough seeds and starts for your garden? If no, please explain.",6. Has your fruit and vegetable consumption increased since gardening with Home Gardens?,7. Has growing a garden reduced the amount of times you visited a food pantry this season?,8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling optimistic about the future],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling useful] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido útil],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling relaxed]/ 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido relajado/a],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been dealing with problems well] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He estado lidiando bien con los problemas],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been thinking clearly] 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He estado pensando claramente],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling close to other people] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido cerca de otras personas],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been able to make up my own mind about things] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He podido tomar mis propias decisiones],"9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Growing food?]","9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Cooking or preparing fresh produce?]","9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Using natural ingredients to make green cleaning products?]",10. Because of your garden did you? [Share produce from your garden with people outside your household? ],10. Because of your garden did you? [Meet any new neighbors?],10. Because of your garden did you? [Save money on groceries?],"10. Because of your garden did you? [Preserve (freeze, can, dry, pickle) any produce from your garden?]",16. Because of your garden did you....? [Experience any therapeutic (mental/emotional wellbeing) benefits from your garden?],11. Did having a garden increase your level of physical activity?,12. Please describe you and your family's experience in your garden this year.,13. Are there any workshops or skills training you would like to attend in the future?,"14. Did you receive the culturally relevant plants that you needed? If not, what items can we provide for you in the future? / 14. ¿Recibió las plantas culturalmente relevantes que necesitaba? Yes no, ¿qué artículos podrían proporcionarle?",15. How is your relationship with your community organizer? How could your community organizer better support you?,16. How often do you talk with your community organizer?,17. Is there anything else you would like us to know?,20. What were your favorite parts of gardening this year? ,6. Did you get plant starts from Plant Distribution Day?,"11. Did you participate in the CSA (Food Box) Program this year? 
",13. Do you have children in your home? (select all that apply),14. Did having a vegetable garden change your children's interest in eating fresh fruits and veggies?,"15. If you have school-aged children in your household, what school(s) are they enrolled in?",17. Did you attend a Growing Gardens virtual workshop or in-person class this season?,"If you did NOT attend a virtual workshop, let us know why (check all that apply):",21. What else would you like the see the Home Gardens program do in the future?,11. Did you receive a produce or food box from Growing Gardens at any time during the pandemic?,"9. In what ways has the garden been a benefit to you, your children or your community? (2018) "
2021,Cat (North Portland),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"I grew greens, tomatoes, tomatillos, hibiscus, eggplant, squash, cucumbers, green beans, sweet peas, corn, strawberries, salad mix, broccoli, peppers, and herbs....lots of herbs. 

I felt successful yes but struggled a lot moving into the winter months. I failed my beets, and the neighborhood cats are taking over one of my beds so idk what to do with all of their pooping. 

Also my hibiscus died and I want to figure out how to try again and keep it alive next year. The other struggle I'm having is that my collards are TINY why such little leaves? I think I need soil quality help. ",More help with transitioning into the next season.,,It's good/ish. I wish there was more in person interaction but I know that's due to the pandemic.,,,"Being in the garden, seeing my yard transform, just spending time with the plants mostly, and feeling like I had something other than a smile or hello to offer my neighbors, especially my houseless neighbors. ",Yes,,,Their interest increased,Jefferson High School and The Village Free School,Yes,,Help with getting good soil and wood chips.,No,
2021,Shaquoya (East Portland/Gresham),Containers,,Yes,,Yes,Stayed the same,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,No,Yes,I was MORE physically active because of the garden,Yes we did but most of our product was stolen before we could enjoy it. ,Unknown ,,She is wonderful ,,,Seeing my son enjoy gardening ,Yes,,,Their interest increased,Centennial virtual academy ,No,I was too busy to attend,Teach canning,No,
2021,Cat (North Portland),In-Ground/Mounded Earth,,Yes,,No,No,Stay the same as before I had my garden,,,,,,,,Stayed the same,Stayed the same,,No,No,No,No,No,Stay the same as before I had my garden,"Fall install. I haven’t been in my home for 4 months, so I haven’t even able to start my garden","Basics, what tools are needed, what to grow during the seasons ",,Ok. Awareness of first time gardeners classes,,,I haven’t been able to garden yet,No,,,Their interest didn't change,Kayla-17 and Desaugi-14,No,I never received an invite to a workshop,"Virtual classes, 1 on 1 assistance or mentoring ",Yes,
2021,Cat (North Portland),Raised bed Lead Free,,No,"Physical problems (sore back, knees, etc.)",Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,Stayed the same,Stayed the same,,Not sure,Not sure,Not sure,Not sure,Not sure,Stay the same as before I had my garden,,Starters and when to start seeds,,Great!,,,We got to benefit from produce shared even though I was unable to grow our own this year do to illness,No,,,Their interest increased,Faubion,No,Work,It is already a great program,Yes,
2021,Shaquoya (East Portland/Gresham),High Raised Bed (2ft tall),,Yes,,Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before",Stayed the same,,Yes,No,Yes,No,Yes,Stay the same as before I had my garden,"I grew Cucumbers, Tomatoes, Strawberries, Lettuces, Basil, Cilantro. I felt successful for summer months. I also received greens for fall growing, that was not successful, the greens never grew to harvest.",Pest control,,"She is the best! She is organized, communicates well, always give me plenty of notice (when possible) for collecting starts and seeds. AND even was able to drop off the produce boxes on my porch which was so helpful for a busy working single mom like myself!",,,"Our family eating yummy, fresh produce.",Yes,,,Their interest increased,Creative Science School,No,Can't remember is I received an invite,Check in about needed tools after a couple years. I needed to buy a new hose this year.,Yes,
2021,Isabel (Cully/Parkrose),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes MORE often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,It’s was a good experience. Been about 3-4 years doing gardening here and I enjoy it.,More gardening tips,,It is really good. She’s always there to help ,,,Seeing all the plants grow ,No,,,Their interest increased,Park rose high school ,No,I was unable to attend for technological reasons,Nothing everything is great ,Yes,
2021,Cat (North Portland),Containers,,Yes,,Yes,Stayed the same,I went to food pantries and received emergency food boxes MORE often,,,,,,,,"Yes, I know more than I did before",Stayed the same,,No,No,No,Yes,No,I was LESS physically active  because of the garden,Not sure of my feelings about it,Not sure,,She's wonderful,,,Seeing my plants grow,Yes,,,I don't have children,,No,I didn't want to,Not sure,No,
2021,Carolina (North Clackamas),High Raised Bed (2ft tall),,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"We grow cilantro, bell peppers, tomatoes, tomatillos and special was some Carolina reaper peppers.",Cooking ,,Good relationship ,,,Being outside ,Yes,,,Their interest increased,"Milwaukie high school, Rowe middle school ",Yes,,More plants ,Yes,
2021,Shaquoya (East Portland/Gresham),High Raised Bed (2ft tall),,No,"Physical problems (sore back, knees, etc.), Not enough help from Growing Gardens",Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,Stayed the same,Stayed the same,,Yes,No,No,No,No,Stay the same as before I had my garden,Tomatoes grew well just in their small pots. Nothing planted in raised bed so all plants stayed in their pots. ,"Basic skills for planting a raised bed,so plants are in positions for best growth. What to be aware of during growing season (diseases, insects) .",,I would like my organizer or someone from Growing Gardens to assist me in planting my garden because of current physical limitations. ,,,"I enjoyed getting the plants, having tomatoes and receiving food boxes",Yes,,,I don't have children,,No,I never received an invite to a workshop,Have nothing to add at this time,Yes,
2021,Cat (North Portland),High Raised Bed (2ft tall),,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"This year I had plenty of tomatoes, greens, peppers, kale and garlic.  My tomatoes did amazing, I had so many tomatoes, I was able to share them with friends and neighbors  and I did freeze a good amount.  I loved the variety I had this year, they were wonderful. ","I could use some information on why some of my vegetables did not flourish, i.e my cabbage and my greens did not do well, not sure what I was doing wrong,",,"Cat has been amazing, she brought mulch to my home and up my stairs when I was not able to do so, I am sure that was not part of her duties, but she was willing to assist me.  i am so grateful for her generosity. ",,,"Watching my garden flourish, it is great to see the seeds sprout and the starts begin to blossom and produce.  It also gave me great pleasure to interact with neighbors and passenger by's that comment on the garden, also to share the bounty with others and possibly encourage them to garden as well  ",Yes,,,I don't have children,,No,I was too busy to attend,I can't think of anything else that the program could do but continue in their fine work   ,No,
2021,Isabel (Cully/Parkrose),In-Ground/Mounded Earth,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before",Stayed the same,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,How grown mushrooms ,,"Good, she is a communicative person ",,,The habanero ,Yes,,,Their interest didn't change,Village school ,Yes,,How prepare tinted from plants ,Yes,
2021,Camilo (North Portland),In ground and raised bed ,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"It was great! We grew acorn squash, cucumber, eggplant, greens, tomatoes, corn, radish",Not sure ,,We have a great relationship with Camilllo. He has been very supportive!,,,Pulling weeds and harvesting ,Yes,,,Their interest increased,Our daughter graduated Jefferson 2020,No,I was too busy to attend,It seems like a great program,No,
2021,Cat (North Portland),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes MORE often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,Test,,Test,,,Test,Yes,,,Their interest increased,,Yes,,Test,Yes,
2021,Cat (North Portland),In-Ground/Mounded Earth,,No,"Physical problems (sore back, knees, etc.), It was my first year and I had a baby in April and hurt my hip and didn’t know how to garden. Just overwhelmed.",No,Stayed the same,Stay the same as before I had my garden,,,,,,,,Stayed the same,Stayed the same,,Not sure,Yes,Not sure,Not sure,Not sure,Stay the same as before I had my garden,,Anything to help me very started. Really want to garden this next year if I’m physically able to,,"It was tough with the change as I didn’t yet really know and then had the baby and injury and been struggling to get the garden going. Not Cat’s fault at all, I just didn’t really want to bother and no idea how to get it going. Just was really struggling",,,My daughter helped out neighbor with their trees,No,,,Their interest increased,Paisley DLP,No,"I don’t remember if I knew, but I had a baby and am accident",More assistance to get started,Yes,
2021,Cat (North Portland),Containers,,Yes,,Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,No,Yes,No,Yes,I was MORE physically active because of the garden,"Grew: tomatoes, squash, peppers, tomatillos, onion, strawberries, marigold, blueberries, grape vine (start), artichoke ( start), rosemary(start).  We felt successful. Main challenge: cannot afford water bill to water garden!! Makes veggies more expensive than store-bought!! 😱 Need rain barrels to make this adventure feasible. Any resources for these?? ",Tool library ,,Good.. Get me some rain barrels. ,,,Seeing it produce! ,Yes,,,I don't have children,,No,Covid ,Supply rain barrels. ,Yes,
2021,Cat (North Portland),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,No,Yes,Not sure,No,Yes,I was MORE physically active because of the garden,"I grew tomatoes, basil, collard greens, jalapeño peppers, green peppers, blue berries, straw berries ",How/when to fertilize and keep bugs away ,,Great.  She communicates often. ,,,Watering ,Yes,,,Their interest increased,Faubion and Jefferson ,No,I was too busy to attend,Help plant for beginners like me.  Lol. ,Yes,
2021,Isabel (Cully/Parkrose),Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"We had a great summer in the garden this year with our veggies with the exception of failed winter squash crop. We had to take them out early. We found a lot of squash bugs in our winter squash. We also noticed our neighbors in the garden has even more bugs but nothing seems to be done. We met new people, learned new things and was definitely positive experience. We are looking forward to the next gardening season! ",How to sow vegetables seeds correctly ,,She has been amazing,,,Harvests time and walking around the garden ,Yes,,,Their interest increased,None,No,I was unable to attend ,Hands on gardening / planting/ caring for your garden plot,Yes,
2021,Angelica (East Portland/Gresham),High Raised Bed (2ft tall),,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"Yes, the experience is amazing. Tomatoes, Chiles, zucchinies and spinach.
",Preserve food,,She is incredible supporting,,,Be outside,Yes,,,I don't have children,,Yes,,Help to create a greenhouse,Yes,
2021,Angelica (East Portland/Gresham),Community Garden,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"We grew strawberries,  raspberries, tomatoes, different types of peppers.",How to start  seeds and make compost,,Angélica is doing amazing job.,,,See the produce growing up,Yes,,,Their interest increased,Arthur Academy and Alice Ott,Yes,,Continue offering more support.,Yes,
2021,Angelica (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Not sure,Yes,Yes,Yes,I was MORE physically active because of the garden,"We grow tomatoes, lettuce, cilantro, corn, squash, tomatillos, beans, cucumber, zucchini squash, chili's and radishes etc",I want to learn how to keep my garden safe from pesticides,, she is  all time available for answer all the questions ,,,Show my kids that growing our vegetables is very healthy,Yes,,,Their interest increased,"Elementary, middle school and highschool",Yes,,More free compost for the garden and plant avalaible to grow,No,
2021,Camilo (North Portland),In-Ground/Mounded Earth,,Yes,,No,Yes,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,"I grew tomatoes, garlic, peppers, cilantro and some salad greens","Food preservation, fermentation, networking on food sharing w other gardeners.  I mostly made salsa from my garden.  So a workshop on making different kinds of salsa would be really fun.  Healing herbs would be a great workshop - boosting immunity.  How to make tinctures etc.  ",,I don’t know Carlos well.  He was assigned to me mid season.  But he checks on me via text.,,,Making salsa w a friend.,No,,,I don't have children,,No,I never received an invite to a workshop,I would like help w cutting down a tree that is blocking light in my garden.,No,
2021,Shaquoya (East Portland/Gresham),Containers,,Yes,N/A,Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,Stayed the same,Stayed the same,,No,Yes,No,No,Yes,I was MORE physically active because of the garden,"I only grew the CDB seeds I was giving. I was offered other things, but I wasn't interested. ",How to keep out mites out of cannabis plants,,"Every time I called and asked for resources, Shaquoya was there to help. She came over and helped me fill out a rent assistant form and my past rent and present rent has been covered from SEI through May of 2022. She is nothing short of a blessing.",,, Just being able to get outside and enjoy fresh air. ,Yes,,,I don't have children,N/A,No,I wasn't in the program in 2020,I would like more information on how to grow cannabis.,Yes,
2021,Cat (North Portland),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"I grew tomatoes, tomatillos, cucumbers, beans, peas, squash, corn, greens, peppers, broccoli, and a ton of herbs. I felt successful but my greens were small. I wish I would have gotten fatter greens. ",I loved the one about shifting from one season to the next but feel I could refresh my memory on that and also companion planting. ,,She was kind and supportive,,,"Being in the garden and outside, I have mostly worked from home so it gave me something to do outside and talk about with my neighbors. ",Yes,,,Their interest increased,Jefferson High School and The Village Free School,Yes,,More dirt. I feel like I needed soil and maybe even some wood chips or some kind of compost options. ,No,
2021,Shaquoya (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,No,Yes,I was MORE physically active because of the garden,I feel like I know a little about gardening.  I grew collard greens and broccoli and garlic. I received my garden right  before the winter months. I plan to grow more during the spring and summer months. ,I would like to know more about how to use my table left overs to help grow my garden. ,,"My community organizer and I have a great relationship. I don't know how to answer how my organizer can help me any more then she has. My husband and I had just bought a home, soon after, I was told I need to have a surgery and needed to take time off after. Her husband and she  came over during a pandemic and helped make small repairs to our home for free. Bought us food with their own money. Made sure we received food boxes from your program when available and keep our garden up for us as well. We are so grateful to have met them. ",,,Meeting new people while in the yard.,No,,,I don't have children,,No,I wasn't in the program in 2020,unsure,Yes,
